189578 getPopulationofCountry French Guiana Zone:4 (turnaround time: 102 ms, execution time: 89 ms, waiting time: 1 ms, processed by Server Zone:4)
41 getNumberofCountries 8 95458 144144  Zone:2 (turnaround time: 412 ms, execution time: 91 ms, waiting time: 321 ms, processed by Server Zone:2)
11 getNumberofCountries 41 86829 146292  Zone:5 (turnaround time: 508 ms, execution time: 81 ms, waiting time: 426 ms, processed by Server Zone:5)
34 getNumberofCountries 49 33782 104778  Zone:3 (turnaround time: 280 ms, execution time: 93 ms, waiting time: 187 ms, processed by Server Zone:3)
16 getNumberofCountries 10 108453 126243  Zone:1 (turnaround time: 161 ms, execution time: 92 ms, waiting time: 69 ms, processed by Server Zone:1)
11 getNumberofCountries 41 86829 146292  Zone:5 (turnaround time: 566 ms, execution time: 80 ms, waiting time: 486 ms, processed by Server Zone:5)
9 getNumberofCountries 48 98780 169056  Zone:4 (turnaround time: 90 ms, execution time: 90 ms, waiting time: 0 ms, processed by Server Zone:4)
28 getNumberofCountries 38 50019 117337  Zone:3 (turnaround time: 349 ms, execution time: 91 ms, waiting time: 256 ms, processed by Server Zone:3)
16 getNumberofCountries 10 108453 126243  Zone:1 (turnaround time: 223 ms, execution time: 83 ms, waiting time: 139 ms, processed by Server Zone:1)
56 getNumberofCountries 30 16493 39196  Zone:5 (turnaround time: 517 ms, execution time: 90 ms, waiting time: 427 ms, processed by Server Zone:5)
24 getNumberofCountries 22 70753 108868  Zone:4 (turnaround time: 136 ms, execution time: 90 ms, waiting time: 44 ms, processed by Server Zone:4)
28 getNumberofCountries 38 50019 117337  Zone:3 (turnaround time: 406 ms, execution time: 82 ms, waiting time: 323 ms, processed by Server Zone:3)
16 getNumberofCountries 10 108453 126243  Zone:1 (turnaround time: 279 ms, execution time: 80 ms, waiting time: 199 ms, processed by Server Zone:1)
24 getNumberofCountries 22 70753 108868  Zone:4 (turnaround time: 192 ms, execution time: 81 ms, waiting time: 111 ms, processed by Server Zone:4)
103 getNumberofCountries 3 75226 128618  Zone:5 (turnaround time: 399 ms, execution time: 88 ms, waiting time: 310 ms, processed by Server Zone:5)
15 getNumberofCountries 26 99801 159809  Zone:3 (turnaround time: 173 ms, execution time: 88 ms, waiting time: 84 ms, processed by Server Zone:3)
16 getNumberofCountries 10 108453 126243  Zone:1 (turnaround time: 339 ms, execution time: 82 ms, waiting time: 257 ms, processed by Server Zone:1)
46 getNumberofCountries 10 71155 120084  Zone:2 (turnaround time: 90 ms, execution time: 90 ms, waiting time: 0 ms, processed by Server Zone:2)
18 getNumberofCountries 21 54784 68682  Zone:4 (turnaround time: 167 ms, execution time: 88 ms, waiting time: 77 ms, processed by Server Zone:4)
7 getNumberofCountries 20 103540 121751  Zone:5 (turnaround time: 374 ms, execution time: 89 ms, waiting time: 284 ms, processed by Server Zone:5)
15 getNumberofCountries 26 99801 159809  Zone:3 (turnaround time: 231 ms, execution time: 81 ms, waiting time: 150 ms, processed by Server Zone:3)
46 getNumberofCountries 10 71155 120084  Zone:2 (turnaround time: 149 ms, execution time: 81 ms, waiting time: 67 ms, processed by Server Zone:2)
19 getNumberofCountries 27 96257 166758  Zone:1 (turnaround time: 359 ms, execution time: 89 ms, waiting time: 270 ms, processed by Server Zone:1)
68 getNumberofCountries 20 34746 114293  Zone:5 (turnaround time: 347 ms, execution time: 88 ms, waiting time: 259 ms, processed by Server Zone:5)
15 getNumberofCountries 26 99801 159809  Zone:3 (turnaround time: 289 ms, execution time: 81 ms, waiting time: 207 ms, processed by Server Zone:3)
129 getNumberofCountries 3 52896 124120  Zone:2 (turnaround time: 217 ms, execution time: 90 ms, waiting time: 127 ms, processed by Server Zone:2)
10 getNumberofCountries 35 44712 51975  Zone:1 (turnaround time: 196 ms, execution time: 88 ms, waiting time: 107 ms, processed by Server Zone:1)
24 getNumberofCountries 39 56505 109743  Zone:4 (turnaround time: 87 ms, execution time: 87 ms, waiting time: 0 ms, processed by Server Zone:4)
4 getNumberofCountries 37 64750 72767  Zone:3 (turnaround time: 243 ms, execution time: 89 ms, waiting time: 153 ms, processed by Server Zone:3)
69 getNumberofCountries 9 58555 115728  Zone:1 (turnaround time: 239 ms, execution time: 88 ms, waiting time: 150 ms, processed by Server Zone:1)
17 getNumberofCountries 13 93752 119378  Zone:2 (turnaround time: 91 ms, execution time: 90 ms, waiting time: 0 ms, processed by Server Zone:2)
58 getNumberofCountries 29 30661 100057  Zone:5 (turnaround time: 89 ms, execution time: 88 ms, waiting time: 0 ms, processed by Server Zone:5)
20 getNumberofCountries 35 87564 185675  Zone:3 (turnaround time: 219 ms, execution time: 87 ms, waiting time: 130 ms, processed by Server Zone:3)
69 getNumberofCountries 9 58555 115728  Zone:1 (turnaround time: 297 ms, execution time: 81 ms, waiting time: 215 ms, processed by Server Zone:1)
17 getNumberofCountries 13 93752 119378  Zone:2 (turnaround time: 148 ms, execution time: 82 ms, waiting time: 65 ms, processed by Server Zone:2)
69 getNumberofCountries 9 58555 115728  Zone:1 (turnaround time: 357 ms, execution time: 81 ms, waiting time: 275 ms, processed by Server Zone:1)
119 getNumberofCountries 6 33657 81906  Zone:2 (turnaround time: 193 ms, execution time: 87 ms, waiting time: 104 ms, processed by Server Zone:2)
33 getNumberofCountries 29 17905 25997  Zone:3 (turnaround time: 88 ms, execution time: 88 ms, waiting time: 0 ms, processed by Server Zone:3)
7 getNumberofCountries 47 97462 138827  Zone:5 (turnaround time: 89 ms, execution time: 88 ms, waiting time: 0 ms, processed by Server Zone:5)
69 getNumberofCountries 9 58555 115728  Zone:1 (turnaround time: 439 ms, execution time: 104 ms, waiting time: 334 ms, processed by Server Zone:1)
119 getNumberofCountries 6 33657 81906  Zone:2 (turnaround time: 265 ms, execution time: 90 ms, waiting time: 170 ms, processed by Server Zone:2)
9 getNumberofCountries 41 84660 130589  Zone:3 (turnaround time: 135 ms, execution time: 91 ms, waiting time: 44 ms, processed by Server Zone:3)
119 getNumberofCountries 6 33657 81906  Zone:2 (turnaround time: 319 ms, execution time: 81 ms, waiting time: 237 ms, processed by Server Zone:2)
82 getNumberofCountries 39 10850 79123  Zone:1 (turnaround time: 460 ms, execution time: 89 ms, waiting time: 371 ms, processed by Server Zone:1)
33 getNumberofCountries 9 92480 130709  Zone:5 (turnaround time: 90 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:5)
7 getNumberofCountries 36 44167 49045  Zone:2 (turnaround time: 363 ms, execution time: 88 ms, waiting time: 274 ms, processed by Server Zone:2)
53 getNumberofCountries 34 28978 109390  Zone:1 (turnaround time: 390 ms, execution time: 88 ms, waiting time: 301 ms, processed by Server Zone:1)
113 getNumberofCountries 8 35647 119081  Zone:5 (turnaround time: 155 ms, execution time: 87 ms, waiting time: 67 ms, processed by Server Zone:5)
7 getNumberofCountries 36 44167 49045  Zone:2 (turnaround time: 421 ms, execution time: 81 ms, waiting time: 339 ms, processed by Server Zone:2)
22 getNumberofCountries 25 76487 128691  Zone:1 (turnaround time: 347 ms, execution time: 89 ms, waiting time: 258 ms, processed by Server Zone:1)
27 getNumberofCountries 17 93981 183697  Zone:5 (turnaround time: 179 ms, execution time: 91 ms, waiting time: 88 ms, processed by Server Zone:5)
4 getNumberofCountries 47 91639 110929  Zone:2 (turnaround time: 331 ms, execution time: 88 ms, waiting time: 242 ms, processed by Server Zone:2)
22 getNumberofCountries 25 76487 128691  Zone:1 (turnaround time: 405 ms, execution time: 81 ms, waiting time: 324 ms, processed by Server Zone:1)
6 getNumberofCountries 45 56038 64909  Zone:5 (turnaround time: 245 ms, execution time: 89 ms, waiting time: 154 ms, processed by Server Zone:5)
51 getNumberofCountries 12 43636 66988  Zone:3 (turnaround time: 91 ms, execution time: 90 ms, waiting time: 0 ms, processed by Server Zone:3)
22 getNumberofCountries 25 76487 128691  Zone:1 (turnaround time: 464 ms, execution time: 81 ms, waiting time: 383 ms, processed by Server Zone:1)
33 getNumberofCountries 41 47082 145504  Zone:2 (turnaround time: 221 ms, execution time: 92 ms, waiting time: 129 ms, processed by Server Zone:2)
6 getNumberofCountries 45 56038 64909  Zone:5 (turnaround time: 302 ms, execution time: 81 ms, waiting time: 221 ms, processed by Server Zone:5)
22 getNumberofCountries 25 76487 128691  Zone:1 (turnaround time: 505 ms, execution time: 82 ms, waiting time: 422 ms, processed by Server Zone:1)
64 getNumberofCountries 11 43851 78762  Zone:2 (turnaround time: 198 ms, execution time: 87 ms, waiting time: 109 ms, processed by Server Zone:2)
51 getNumberofCountries 9 90404 179313  Zone:3 (turnaround time: 89 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:3)
6 getNumberofCountries 45 56038 64909  Zone:5 (turnaround time: 362 ms, execution time: 81 ms, waiting time: 281 ms, processed by Server Zone:5)
41 getNumberofCountries 7 70104 91188  Zone:4 (turnaround time: 89 ms, execution time: 87 ms, waiting time: 0 ms, processed by Server Zone:4)
0 getNumberofCountries 48 109782 120520  Zone:1 (turnaround time: 522 ms, execution time: 87 ms, waiting time: 435 ms, processed by Server Zone:1)
39 getNumberofCountries 28 53562 148397  Zone:5 (turnaround time: 185 ms, execution time: 91 ms, waiting time: 93 ms, processed by Server Zone:5)
37 getNumberofCountries 35 45362 131878  Zone:4 (turnaround time: 109 ms, execution time: 88 ms, waiting time: 21 ms, processed by Server Zone:4)
0 getNumberofCountries 48 109782 120520  Zone:1 (turnaround time: 582 ms, execution time: 82 ms, waiting time: 500 ms, processed by Server Zone:1)
20 getNumberofCountries 13 76021 91010  Zone:5 (turnaround time: 226 ms, execution time: 87 ms, waiting time: 139 ms, processed by Server Zone:5)
8 getNumberofCountries 10 101972 109474  Zone:4 (turnaround time: 88 ms, execution time: 87 ms, waiting time: 0 ms, processed by Server Zone:4)
25 getNumberofCountries 27 85844 175280  Zone:1 (turnaround time: 535 ms, execution time: 87 ms, waiting time: 447 ms, processed by Server Zone:1)
9 getNumberofCountries 33 95227 135460  Zone:2 (turnaround time: 89 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:2)
20 getNumberofCountries 13 76021 91010  Zone:5 (turnaround time: 286 ms, execution time: 81 ms, waiting time: 204 ms, processed by Server Zone:5)
8 getNumberofCountries 10 101972 109474  Zone:4 (turnaround time: 145 ms, execution time: 80 ms, waiting time: 65 ms, processed by Server Zone:4)
25 getNumberofCountries 27 85844 175280  Zone:1 (turnaround time: 593 ms, execution time: 81 ms, waiting time: 512 ms, processed by Server Zone:1)
9 getNumberofCountries 14 76819 83634  Zone:2 (turnaround time: 132 ms, execution time: 88 ms, waiting time: 44 ms, processed by Server Zone:2)
30 getNumberofCountries 38 55337 134664  Zone:5 (turnaround time: 260 ms, execution time: 87 ms, waiting time: 173 ms, processed by Server Zone:5)
143 getNumberofCountries 5 19658 51512  Zone:1 (turnaround time: 663 ms, execution time: 90 ms, waiting time: 571 ms, processed by Server Zone:1)
21 getNumberofCountries 46 68836 166324  Zone:2 (turnaround time: 110 ms, execution time: 89 ms, waiting time: 20 ms, processed by Server Zone:2)
19 getNumberofCountries 16 71868 87392  Zone:5 (turnaround time: 213 ms, execution time: 87 ms, waiting time: 125 ms, processed by Server Zone:5)
82 getNumberofCountries 6 63850 127543  Zone:4 (turnaround time: 90 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:4)
24 getNumberofCountries 28 90047 171109  Zone:1 (turnaround time: 682 ms, execution time: 89 ms, waiting time: 592 ms, processed by Server Zone:1)
7 getNumberofCountries 37 12430 13103  Zone:2 (turnaround time: 176 ms, execution time: 89 ms, waiting time: 87 ms, processed by Server Zone:2)
19 getNumberofCountries 16 71868 87392  Zone:5 (turnaround time: 271 ms, execution time: 81 ms, waiting time: 190 ms, processed by Server Zone:5)
82 getNumberofCountries 6 63850 127543  Zone:4 (turnaround time: 147 ms, execution time: 81 ms, waiting time: 66 ms, processed by Server Zone:4)
24 getNumberofCountries 28 90047 171109  Zone:1 (turnaround time: 741 ms, execution time: 82 ms, waiting time: 659 ms, processed by Server Zone:1)
19 getNumberofCountries 16 71868 87392  Zone:5 (turnaround time: 330 ms, execution time: 81 ms, waiting time: 248 ms, processed by Server Zone:5)
176 getNumberofCountries 1 45133 107899  Zone:2 (turnaround time: 243 ms, execution time: 89 ms, waiting time: 153 ms, processed by Server Zone:2)
41 getNumberofCountries 25 43668 90273  Zone:4 (turnaround time: 214 ms, execution time: 88 ms, waiting time: 126 ms, processed by Server Zone:4)
24 getNumberofCountries 28 90047 171109  Zone:1 (turnaround time: 801 ms, execution time: 82 ms, waiting time: 719 ms, processed by Server Zone:1)
19 getNumberofCountries 16 71868 87392  Zone:5 (turnaround time: 389 ms, execution time: 82 ms, waiting time: 307 ms, processed by Server Zone:5)
95 getNumberofCountries 17 14219 36155  Zone:3 (turnaround time: 88 ms, execution time: 87 ms, waiting time: 0 ms, processed by Server Zone:3)
24 getNumberofCountries 28 90047 171109  Zone:1 (turnaround time: 860 ms, execution time: 82 ms, waiting time: 778 ms, processed by Server Zone:1)
60 getNumberofCountries 12 42565 78536  Zone:4 (turnaround time: 279 ms, execution time: 88 ms, waiting time: 191 ms, processed by Server Zone:4)
119 getNumberofCountries 2 81715 142297  Zone:5 (turnaround time: 186 ms, execution time: 91 ms, waiting time: 95 ms, processed by Server Zone:5)
60 getNumberofCountries 12 42565 78536  Zone:4 (turnaround time: 338 ms, execution time: 82 ms, waiting time: 256 ms, processed by Server Zone:4)
88 getNumberofCountries 26 17735 109644  Zone:1 (turnaround time: 794 ms, execution time: 89 ms, waiting time: 704 ms, processed by Server Zone:1)
8 getNumberofCountries 31 53061 61603  Zone:5 (turnaround time: 115 ms, execution time: 88 ms, waiting time: 26 ms, processed by Server Zone:5)
60 getNumberofCountries 12 42565 78536  Zone:4 (turnaround time: 396 ms, execution time: 81 ms, waiting time: 315 ms, processed by Server Zone:4)
88 getNumberofCountries 26 17735 109644  Zone:1 (turnaround time: 853 ms, execution time: 80 ms, waiting time: 773 ms, processed by Server Zone:1)
158 getNumberofCountries 4 19171 102803  Zone:5 (turnaround time: 179 ms, execution time: 88 ms, waiting time: 91 ms, processed by Server Zone:5)
58 getNumberofCountries 38 10483 27181  Zone:2 (turnaround time: 88 ms, execution time: 88 ms, waiting time: 0 ms, processed by Server Zone:2)
88 getNumberofCountries 26 17735 109644  Zone:1 (turnaround time: 910 ms, execution time: 80 ms, waiting time: 830 ms, processed by Server Zone:1)
38 getNumberofCountries 11 66462 91682  Zone:4 (turnaround time: 437 ms, execution time: 86 ms, waiting time: 351 ms, processed by Server Zone:4)
9 getNumberofCountries 18 80007 91547  Zone:2 (turnaround time: 153 ms, execution time: 88 ms, waiting time: 64 ms, processed by Server Zone:2)
38 getNumberofCountries 11 66462 91682  Zone:4 (turnaround time: 496 ms, execution time: 81 ms, waiting time: 415 ms, processed by Server Zone:4)
16 getNumberofCountries 38 69065 110628  Zone:1 (turnaround time: 883 ms, execution time: 87 ms, waiting time: 796 ms, processed by Server Zone:1)
9 getNumberofCountries 18 80007 91547  Zone:2 (turnaround time: 211 ms, execution time: 82 ms, waiting time: 129 ms, processed by Server Zone:2)
100 getNumberofCountries 9 39319 129341  Zone:5 (turnaround time: 101 ms, execution time: 99 ms, waiting time: 0 ms, processed by Server Zone:5)
16 getNumberofCountries 32 82813 145804  Zone:4 (turnaround time: 544 ms, execution time: 92 ms, waiting time: 451 ms, processed by Server Zone:4)
78 getNumberofCountries 43 11725 89360  Zone:1 (turnaround time: 640 ms, execution time: 94 ms, waiting time: 546 ms, processed by Server Zone:1)
9 getNumberofCountries 18 80007 91547  Zone:2 (turnaround time: 269 ms, execution time: 80 ms, waiting time: 188 ms, processed by Server Zone:2)
37 getNumberofCountries 10 87644 137928  Zone:4 (turnaround time: 449 ms, execution time: 88 ms, waiting time: 360 ms, processed by Server Zone:4)
0 getNumberofCountries 22 94037 96924  Zone:1 (turnaround time: 591 ms, execution time: 86 ms, waiting time: 503 ms, processed by Server Zone:1)
22 getNumberofCountries 30 93495 188001  Zone:2 (turnaround time: 335 ms, execution time: 87 ms, waiting time: 247 ms, processed by Server Zone:2)
29 getNumberofCountries 44 37093 82499  Zone:3 (turnaround time: 88 ms, execution time: 87 ms, waiting time: 0 ms, processed by Server Zone:3)
0 getNumberofCountries 22 94037 96924  Zone:1 (turnaround time: 649 ms, execution time: 82 ms, waiting time: 567 ms, processed by Server Zone:1)
15 getNumberofCountries 6 99585 110354  Zone:4 (turnaround time: 239 ms, execution time: 87 ms, waiting time: 152 ms, processed by Server Zone:4)
14 getNumberofCountries 43 76668 135247  Zone:5 (turnaround time: 88 ms, execution time: 87 ms, waiting time: 1 ms, processed by Server Zone:5)
80 getNumberofCountries 22 16952 47895  Zone:3 (turnaround time: 153 ms, execution time: 88 ms, waiting time: 64 ms, processed by Server Zone:3)
15 getNumberofCountries 6 99585 110354  Zone:4 (turnaround time: 298 ms, execution time: 81 ms, waiting time: 216 ms, processed by Server Zone:4)
0 getNumberofCountries 22 94037 96924  Zone:1 (turnaround time: 707 ms, execution time: 81 ms, waiting time: 626 ms, processed by Server Zone:1)
80 getNumberofCountries 22 16952 47895  Zone:3 (turnaround time: 209 ms, execution time: 80 ms, waiting time: 129 ms, processed by Server Zone:3)
0 getNumberofCountries 22 94037 96924  Zone:1 (turnaround time: 763 ms, execution time: 80 ms, waiting time: 683 ms, processed by Server Zone:1)
15 getNumberofCountries 6 99585 110354  Zone:4 (turnaround time: 351 ms, execution time: 80 ms, waiting time: 271 ms, processed by Server Zone:4)
50 getNumberofCountries 20 22166 36354  Zone:2 (turnaround time: 88 ms, execution time: 87 ms, waiting time: 1 ms, processed by Server Zone:2)
15 getNumberofCountries 6 99585 110354  Zone:4 (turnaround time: 411 ms, execution time: 81 ms, waiting time: 329 ms, processed by Server Zone:4)
24 getNumberofCountries 22 103334 200803  Zone:3 (turnaround time: 185 ms, execution time: 90 ms, waiting time: 95 ms, processed by Server Zone:3)
19 getNumberofCountries 32 80142 145280  Zone:1 (turnaround time: 762 ms, execution time: 88 ms, waiting time: 674 ms, processed by Server Zone:1)
24 getNumberofCountries 46 50634 112251  Zone:5 (turnaround time: 88 ms, execution time: 87 ms, waiting time: 0 ms, processed by Server Zone:5)
19 getNumberofCountries 32 80142 145280  Zone:1 (turnaround time: 820 ms, execution time: 81 ms, waiting time: 739 ms, processed by Server Zone:1)
25 getNumberofCountries 48 55480 151304  Zone:4 (turnaround time: 480 ms, execution time: 91 ms, waiting time: 387 ms, processed by Server Zone:4)
63 getNumberofCountries 50 12939 89713  Zone:3 (turnaround time: 256 ms, execution time: 93 ms, waiting time: 162 ms, processed by Server Zone:3)
17 getNumberofCountries 36 67800 107996  Zone:5 (turnaround time: 155 ms, execution time: 89 ms, waiting time: 64 ms, processed by Server Zone:5)
17 getNumberofCountries 48 70319 160202  Zone:2 (turnaround time: 92 ms, execution time: 91 ms, waiting time: 0 ms, processed by Server Zone:2)
63 getNumberofCountries 50 12939 89713  Zone:3 (turnaround time: 313 ms, execution time: 81 ms, waiting time: 232 ms, processed by Server Zone:3)
17 getNumberofCountries 49 44008 69449  Zone:1 (turnaround time: 772 ms, execution time: 90 ms, waiting time: 681 ms, processed by Server Zone:1)
10 getNumberofCountries 39 106817 193172  Zone:4 (turnaround time: 546 ms, execution time: 90 ms, waiting time: 455 ms, processed by Server Zone:4)
17 getNumberofCountries 36 67800 107996  Zone:5 (turnaround time: 213 ms, execution time: 81 ms, waiting time: 131 ms, processed by Server Zone:5)
61 getNumberofCountries 13 46209 94355  Zone:2 (turnaround time: 91 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:2)
17 getNumberofCountries 49 44008 69449  Zone:1 (turnaround time: 830 ms, execution time: 81 ms, waiting time: 749 ms, processed by Server Zone:1)
17 getNumberofCountries 36 67800 107996  Zone:5 (turnaround time: 271 ms, execution time: 81 ms, waiting time: 190 ms, processed by Server Zone:5)
62 getNumberofCountries 32 20756 64380  Zone:4 (turnaround time: 525 ms, execution time: 91 ms, waiting time: 432 ms, processed by Server Zone:4)
17 getNumberofCountries 36 67800 107996  Zone:5 (turnaround time: 330 ms, execution time: 80 ms, waiting time: 249 ms, processed by Server Zone:5)
67 getNumberofCountries 38 19073 96544  Zone:1 (turnaround time: 898 ms, execution time: 90 ms, waiting time: 807 ms, processed by Server Zone:1)
62 getNumberofCountries 32 20756 64380  Zone:4 (turnaround time: 583 ms, execution time: 82 ms, waiting time: 501 ms, processed by Server Zone:4)
185 getNumberofCountries 1 21502 37811  Zone:2 (turnaround time: 92 ms, execution time: 91 ms, waiting time: 0 ms, processed by Server Zone:2)
62 getNumberofCountries 32 20756 64380  Zone:4 (turnaround time: 640 ms, execution time: 80 ms, waiting time: 560 ms, processed by Server Zone:4)
23 getNumberofCountries 41 73075 169009  Zone:1 (turnaround time: 946 ms, execution time: 92 ms, waiting time: 853 ms, processed by Server Zone:1)
185 getNumberofCountries 1 21502 37811  Zone:2 (turnaround time: 151 ms, execution time: 82 ms, waiting time: 69 ms, processed by Server Zone:2)
55 getNumberofCountries 49 17790 97071  Zone:4 (turnaround time: 620 ms, execution time: 90 ms, waiting time: 528 ms, processed by Server Zone:4)
81 getNumberofCountries 21 21875 78405  Zone:1 (turnaround time: 354 ms, execution time: 91 ms, waiting time: 262 ms, processed by Server Zone:1)
3 getNumberofCountries 46 92590 104756  Zone:2 (turnaround time: 92 ms, execution time: 91 ms, waiting time: 0 ms, processed by Server Zone:2)
73 getNumberofCountries 50 11252 97964  Zone:5 (turnaround time: 89 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:5)
28 getNumberofCountries 5 107883 127371  Zone:4 (turnaround time: 572 ms, execution time: 86 ms, waiting time: 485 ms, processed by Server Zone:4)
81 getNumberofCountries 21 21875 78405  Zone:1 (turnaround time: 411 ms, execution time: 81 ms, waiting time: 329 ms, processed by Server Zone:1)
51 getNumberofCountries 17 31270 48875  Zone:2 (turnaround time: 133 ms, execution time: 87 ms, waiting time: 46 ms, processed by Server Zone:2)
81 getNumberofCountries 21 21875 78405  Zone:1 (turnaround time: 470 ms, execution time: 82 ms, waiting time: 388 ms, processed by Server Zone:1)
9 getNumberofCountries 48 99433 169495  Zone:4 (turnaround time: 612 ms, execution time: 87 ms, waiting time: 523 ms, processed by Server Zone:4)
21 getNumberofCountries 40 64813 128015  Zone:5 (turnaround time: 90 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:5)
17 getNumberofCountries 26 72912 101281  Zone:3 (turnaround time: 90 ms, execution time: 89 ms, waiting time: 0 ms, processed by Server Zone:3)
89 getNumberofCountries 27 14336 62792  Zone:1 (turnaround time: 466 ms, execution time: 87 ms, waiting time: 377 ms, processed by Server Zone:1)
19 getNumberofCountries 36 57695 89491  Zone:4 (turnaround time: 677 ms, execution time: 87 ms, waiting time: 588 ms, processed by Server Zone:4)
21 getNumberofCountries 40 64813 128015  Zone:5 (turnaround time: 150 ms, execution time: 82 ms, waiting time: 67 ms, processed by Server Zone:5)
16 getNumberofCountries 25 61941 76223  Zone:3 (turnaround time: 90 ms, execution time: 90 ms, waiting time: 0 ms, processed by Server Zone:3)
19 getNumberofCountries 36 57695 89491  Zone:4 (turnaround time: 734 ms, execution time: 82 ms, waiting time: 652 ms, processed by Server Zone:4)
21 getNumberofCountries 40 64813 128015  Zone:5 (turnaround time: 208 ms, execution time: 81 ms, waiting time: 127 ms, processed by Server Zone:5)
2 getNumberofCountries 46 71099 76221  Zone:1 (turnaround time: 531 ms, execution time: 89 ms, waiting time: 441 ms, processed by Server Zone:1)
5 getNumberofCountries 32 108645 129970  Zone:2 (turnaround time: 89 ms, execution time: 88 ms, waiting time: 0 ms, processed by Server Zone:2)
3 getNumberofCountries 26 64230 66606  Zone:3 (turnaround time: 139 ms, execution time: 92 ms, waiting time: 46 ms, processed by Server Zone:3)
136 getNumberofCountries 1 106937 169856  Zone:4 (turnaround time: 710 ms, execution time: 90 ms, waiting time: 618 ms, processed by Server Zone:4)
166 getNumberofCountries 1 50936 94950  Zone:1 (turnaround time: 258 ms, execution time: 90 ms, waiting time: 167 ms, processed by Server Zone:1)
3 getNumberofCountries 26 64230 66606  Zone:3 (turnaround time: 197 ms, execution time: 82 ms, waiting time: 115 ms, processed by Server Zone:3)
166 getNumberofCountries 1 50936 94950  Zone:1 (turnaround time: 316 ms, execution time: 80 ms, waiting time: 236 ms, processed by Server Zone:1)
97 getNumberofCountries 14 28976 126531  Zone:4 (turnaround time: 684 ms, execution time: 91 ms, waiting time: 592 ms, processed by Server Zone:4)
3 getNumberofCountries 26 64230 66606  Zone:3 (turnaround time: 256 ms, execution time: 81 ms, waiting time: 174 ms, processed by Server Zone:3)
27 getNumberofCountries 16 58697 77011  Zone:2 (turnaround time: 91 ms, execution time: 89 ms, waiting time: 1 ms, processed by Server Zone:2)
65 getNumberofCountries 24 31922 109554  Zone:4 (turnaround time: 752 ms, execution time: 91 ms, waiting time: 660 ms, processed by Server Zone:4)
3 getNumberofCountries 26 64230 66606  Zone:3 (turnaround time: 314 ms, execution time: 81 ms, waiting time: 233 ms, processed by Server Zone:3)
27 getNumberofCountries 16 58697 77011  Zone:2 (turnaround time: 148 ms, execution time: 81 ms, waiting time: 66 ms, processed by Server Zone:2)
65 getNumberofCountries 24 31922 109554  Zone:4 (turnaround time: 810 ms, execution time: 82 ms, waiting time: 728 ms, processed by Server Zone:4)
36 getNumberofCountries 14 85553 168837  Zone:5 (turnaround time: 92 ms, execution time: 92 ms, waiting time: 0 ms, processed by Server Zone:5)
0 getNumberofCountries 40 95097 95351  Zone:3 (turnaround time: 360 ms, execution time: 89 ms, waiting time: 270 ms, processed by Server Zone:3)
27 getNumberofCountries 16 58697 77011  Zone:2 (turnaround time: 206 ms, execution time: 81 ms, waiting time: 124 ms, processed by Server Zone:2)
65 getNumberofCountries 24 31922 109554  Zone:4 (turnaround time: 868 ms, execution time: 81 ms, waiting time: 787 ms, processed by Server Zone:4)
36 getNumberofCountries 14 85553 168837  Zone:5 (turnaround time: 151 ms, execution time: 82 ms, waiting time: 69 ms, processed by Server Zone:5)
11 getNumberofCountries 37 101867 165544  Zone:1 (turnaround time: 95 ms, execution time: 93 ms, waiting time: 0 ms, processed by Server Zone:1)
7 getNumberofCountries 44 105530 158915  Zone:3 (turnaround time: 363 ms, execution time: 95 ms, waiting time: 268 ms, processed by Server Zone:3)
65 getNumberofCountries 24 31922 109554  Zone:4 (turnaround time: 926 ms, execution time: 81 ms, waiting time: 844 ms, processed by Server Zone:4)
44 getNumberofCountries 45 24170 72366  Zone:2 (turnaround time: 281 ms, execution time: 98 ms, waiting time: 183 ms, processed by Server Zone:2)
11 getNumberofCountries 37 101867 165544  Zone:1 (turnaround time: 151 ms, execution time: 81 ms, waiting time: 70 ms, processed by Server Zone:1)
86 getNumberofCountries 24 13858 44513  Zone:5 (turnaround time: 92 ms, execution time: 90 ms, waiting time: 0 ms, processed by Server Zone:5)
16 getNumberofCountries 48 24883 32453  Zone:3 (turnaround time: 297 ms, execution time: 94 ms, waiting time: 203 ms, processed by Server Zone:3)
19 getNumberofCountries 15 58267 68624  Zone:4 (turnaround time: 928 ms, execution time: 93 ms, waiting time: 835 ms, processed by Server Zone:4)
23 getNumberofCountries 50 61929 159672  Zone:2 (turnaround time: 97 ms, execution time: 93 ms, waiting time: 3 ms, processed by Server Zone:2)
11 getNumberofCountries 37 101867 165544  Zone:1 (turnaround time: 209 ms, execution time: 81 ms, waiting time: 128 ms, processed by Server Zone:1)
11 getNumberofCountries 45 58980 81344  Zone:5 (turnaround time: 156 ms, execution time: 87 ms, waiting time: 69 ms, processed by Server Zone:5)
19 getNumberofCountries 15 58267 68624  Zone:4 (turnaround time: 988 ms, execution time: 82 ms, waiting time: 905 ms, processed by Server Zone:4)
